plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,hole,status,Need New Band?,notes,ref.notes
E1,836,228,2023,hem,2,27.77,13.0,73.46,74.88,,Inner,Alive,No,,
E1,900,228,2023,hem,1,30.89,11.0,49.3,50.42,,Inner,Stressed,No,,tipped & broken
E1,989,228,2023,hem,1,9.56,10.7,55.15,57.91,,Inner,Alive,No,,leaning
E2,701,228,2023,rm,1,43.21,17.8,63.52,65.79,,Inner,Alive,No,,
E2,703,228,2023,ro,2,132.25,43.30,na ,Na,,Inner,Alive,No,,
E2,703,228,2023,ro,3,23.26,43.30,41.4,48.25,,Inner,Alive,No,,
E2,705,228,2023,ro,3,13.33,37.4,93.38,103.08,,Inner,Alive,Yes,new band 12.84,need new band dbh=40
E2,710,228,2023,ro,4,22.66,42.9,62.1,73.33,,Outer,Alive,No,,
E2,712,228,2023,rm,1,39.77,18.1,54.28,55.07,,Inner,Alive,No,,
E2,713,228,2023,rm,1,59.75,28.5,79.59,83.31,,Inner,Alive,No,,
E2,719,228,2023,rm,1,63.85,21.3,90.22,91.79,,Inner,Alive,Yes,new 21.59,New band needed dbh=22
E2,720,228,2023,rm,2,21.87,14.7,64.64,69.85,,Outer,Alive,No,,closer hole 48.05.     Now is 50.50
E2,720,228,2023,rm,2,,,50.5,56.58,,Inner,Alive,No,,
E3,205,228,2023,rm,2,26.11,11.2,34.97,35.54,,Outer,Alive,No,,
E3,228,228,2023,hem,3,17.47,17.0,62.76,67.09,,Outer,Alive,No,,
E3,521,228,2023,hem,1,15.84,11.2,48.21,50.31,,Inner,Stressed,No,,tipped & root out 20-deg
E3,723,228,2023,hem,2,24.44,14.1,38.63,38.8,,Inner,Stressed,No,,
E3,738,228,2023,rm,2,14.98,12.0,20.46,21.1,,Inner,Alive,No,,
E3,752,228,2023,ro,3,87.36,59.1,na,Na,,Inner,Alive,No,,old band
E3,752,228,2023,ro,4,18.70,,21.33,25.14,61.80,Inner,Alive,No,,new band added
E3,753,228,2023,ro,3,63.75,49.5,121.51,na old,,Inner,Alive,No,,old band was removed
E3,753,228,2023,ro,4,47.17,,50.49,53.85,51.40,Inner,Alive,No,,new band added
E3,756,228,2023,rm,1,87.65,27.0,104.75,Na,,Inner,Alive,No,,
E3,756,228,2023,rm,2,15.33,,12.63,12.68,27.40,Inner,Alive,No,,new band added
E3,760,228,2023,ro,2,58.28,28.1,105.81,Na,,Inner,Alive,No,,
E3,760,228,2023,ro,3,18.00,,20.63,23.95,29.70,Inner,Alive,No,,new band added
E3,761,228,2023,ro,2,66.72,37.3,116.13,118.65,,Inner,Alive,Yes,new 44.70,needs new
E3,763,228,2023,ro,2,82.22,42.5,130.94,133.32,,Inner,Alive,No,removed,
E3,763,228,2023,ro,3,17.77,,21.62,23.44,44.10,Inner,Alive,No,,new band added
E3,764,228,2023,ro,3,40.28,37.5,82.46,85.16,,Inner,Alive,Yes,Needs new,
E3,765,228,2023,ro,2,49.75,31.2,95.01,98.15,,Inner,Alive,Yes,Needs new band,
E3,766,228,2023,ro,2,75.68,42.8,na,na,,Inner,Alive,No,,old band
E3,766,228,2023,ro,3,27.36,,33.48,36.81,44.80,Inner,Alive,No,,new band added
E3,767,228,2023,rm,1,32.51,16.0,34.68,34.65,,Inner,Alive,No,,
E3,768,228,2023,rm,2,20.07,17.1,26.32,26.96,,Inner,Alive,No,,
E3,769,228,2023,ro,3,48.24,45.8,na,na,,Inner,Alive,No,,
E3,769,228,2023,ro,4,32.29,,37.89,44.24,48.70,Inner,Alive,No,,new band added
E3,772,228,2023,ro,2,32.22,23.3,40.22,40.58,,Inner,Alive,No,,
E3,773,228,2023,ro,2,17.73,29.3,34.13,35.31,,Inner,Alive,No,,
E3,774,228,2023,rm,1,22.47,12.4,23.28,23.45,,Inner,Alive,No,,
E3,775,228,2023,ro,2,63.96,37.1,120.63,125.61,,Inner,Alive,Yes,new 16.42,needs new band dbh=39
E3,777,228,2023,rm,2,13.09,18.5,na,Na,,Inner,Alive,No,,
E3,777,228,2023,rm,3,25.15,,26.85,28.27,19.10,Inner,Alive,No,,new band added
E3,811,228,2023,hem,2,15.51,12.6,32,32.39,,Inner,Alive,No,,
E3,812,228,2023,hem,1,38.78,11.0,66.52,66.38,,Inner,Dead,No,,
E3,813,228,2023,hem,2,13.30,12.5,29,30.7,,Inner,Alive,No,,
E3,896,228,2023,hem,1,22.59,10.8,40.77,41.17,,Inner,Stressed,No,,almost dead
E3,993,228,2023,hem,1,17.54,10.3,63.42,66.57,,Inner,Stressed,No,,leaning slightly
E4,802,228,2023,ro,3,63.08,37.7,91.53,93.53,,Inner,Alive,Yes,,new band needed conjooned with 803
E4,803,228,2023,ro,3,NA,NA,21.48,23.14,,Inner,Alive,No,,
E4,805,228,2023,wp,3,48.68,48.4,87.83,91.8,,Inner,Alive,Yes,,
E4,810,228,2023,rm,2,23.01,26.0,72.33,78.43,,Inner,Alive,No,,
E4,815,228,2023,ro,3,50.75,32.2,97.72,99.33,,Inner,Alive,Yes,new band 27.38,New band needed dbh is 33.9
E4,817,228,2023,rm,2,22.23,12.6,25.68,25.96,,Inner,Alive,No,,
E4,821,228,2023,rm,2,74.85,30.2,126.99,,,Inner,Alive,Yes,new band 17.65,New band needed dbh is 32.5
E4,822,228,2023,rm,1,22.68,12.4,30.27,30.52,,Inner,Alive,No,,
E4,827,228,2023,rm,1,28.50,13.0,39.09,39.25,,Inner,Alive,No,,
E4,830,228,2023,ro,3,72.66,35.6,na,,,Inner,Alive,No,,old band 
E4,830,228,2023,ro,4,23.07,,26.89,,37.35,Inner,Alive,No,,new band added
E4,834,228,2023,rm,1,76.96,26.5,94.95,95.87,,Inner,Alive,Yes,,
E4,835,228,2023,rm,1,28.48,16.2,32.83,32.97,,Inner,Alive,No,,
E4,843,228,2023,rm,3,17.66,22.4,28.48,28.68,,Inner,Alive,No,,
E4,844,228,2023,rm,1,45.42,17.4,50.2,50.21,,Inner,Alive,No,,
E4,853,228,2023,ro,4,17.45,43.0,45,50.14,,Inner,Alive,No,,
E4,854,228,2023,hem,3,18.59,20.3,32.74,34.76,,Inner,Alive,No,,
E5,734,228,2023,hem,2,14.82,14.9,21.82,21.78,,Inner,Alive,No,,
E5,876,228,2023,hem,2,84.10,32.1,87.44,88.25,,Inner,Alive,No,,
E5,877,228,2023,rm,3,38.28,23.5,69.12,74.52,,Inner,Alive,No,,
E5,878,228,2023,hem,2,59.76,23.4,81.13,81.29,,Inner,Stressed,Yes,,"band is loose, stressed"
E5,879,228,2023,wp,1,66.83,28.9,75.28,76.12,,Inner,Alive,No,,
E5,880,228,2023,ro,3,42.14,38.5,80.86,85.96,,Inner,Alive,No,,
E5,884,228,2023,wp,1,65.15,36.4,67.22,67.9,,Inner,Alive,No,,
E5,885,228,2023,rm,2,20.37,23.7,39.47,41.48,,Inner,Alive,No,,
E5,889,228,2023,hem,3,26.74,29.2,53.17,54.13,,Inner,Alive,No,,
E5,890,228,2023,ro,2,35.36,21.4,99.17,104.5,,Inner,Alive,Yes,,new band needed dbh 23.6
E5,891,228,2023,rm,1,65.69,21.7,80.54,81.07,,Inner,Alive,No,,
E5,892,228,2023,rm,1,31.29,20.3,36.06,36.13,,Inner,Alive,No,,
E5,893,228,2023,hem,2,20.44,26.2,25.81,26.54,,Inner,Alive,No,,
E5,895,228,2023,rm,1,89.90,23.3,117.2,na,,Inner,Alive,No,,removed
E5,895,228,2023,rm,2,9.73,,8.79,9.29,24.10,Inner,Alive,No,,new band added
E5,899,228,2023,wp,3,68.26,56.2,119.82,,,Inner,Alive,No,,removed
E5,899,228,2023,wp,4,9.78,,14.24,18.04,58.65,Inner,Alive,No,,new band added
E5,900,228,2023,rm,1,45.84,18.2,58.66,60.48,,Inner,Alive,No,,
E5,901,228,2023,wp,2,14.39,34.3,18.51,19.87,,Inner,Dead,No,,Dead
E5,902,228,2023,hem,2,30.86,13.7,29.09,29.13,,Inner,Dead,No,,Dead
E5,903,228,2023,ro,3,62.56,33.6,129.45,141.33,,Inner,Alive,No,  new band 11.93,new band needed - DBH 35.40
E5,904,228,2023,rm,1,38.45,17.0,44,44.56,,Inner,Alive,No,,
E5,905,228,2023,hem,3,25.68,23.5,34.96,35.14,,Inner,Alive,No,,
E5,908,228,2023,rm,2,82.31,30.0,137.71,Na,,Inner,Alive,No,,removed
E5,908,228,2023,rm,3,9.66,,9.80,14.28,31.90,Inner,Alive,No,,new band added
E5,909,228,2023,rm,2,37.08,21.8,65.29,68.67,,Outer,Alive,No,inner 30.28,
E5,910,228,2023,rm,2,14.09,23.2,47.49,50.6,,Inner,Alive,No,,
E5,911,228,2023,hem,2,27.15,46.2,49.29,50.6,,Inner,Alive,No,,
E5,992,228,2023,chestnut,1,9.33,10.2,42.44,47.93,,Inner,Alive,No,,
F1,202,228,2023,hem,3,24.80,16.2,80.75,84.5,,Inner,Alive,No,,
F1,210,228,2023,hem,2,41.75,12.3,60.11,60.42,,Inner,Alive,No,,
F1,235,228,2023,hem,2,15.45,12.9,43.38,Dead,,Inner,Dead,No,,Dead
F1,236,228,2023,hem,4,27.18,16.8,58.18,63.21,,Inner,Alive,No,,
F1,297,228,2023,hem,4,24.37,15.30,67.57,70.55,,Inner,Alive,No,,
F1,579,228,2023,hem,1,10.19,10.1,,dead,,No Measurement,Dead,No,,dead
F1,808,228,2023,hem,1,26.01,10.8,73.57,74.87,,Inner,Stressed,Yes,,tipped - root out
F1,837,228,2023,hem,2,22.41,14.4,49.41,53.94,,Outer,Alive,No,Innermost 40.92,
F1,916,228,2023,rm,1,12.34,10.2,60.86,75.62,,Inner,Alive,Yes,new 15.11,
F1,930,228,2023,hem,3,128.19,63.40,Na,,,No Measurement,Alive,No,,
F1,930,228,2023,hem,4,25.60,63.40,37.83,42.97,,Inner,Alive,No,,band slack
F1,933,228,2023,rm,3,12.57,21.4,59.42,66.7,,Outer,Alive,No,Inner 59.46,
F1,934,228,2023,rm,1,26.48,16.0,66.69,74.28,,Inner,Alive,No,,
F1,936,228,2023,rm,2,16.26,14.0,59.03,66.05,,Outer,Alive,No,43.13 inner,
F1,937,228,2023,rm,5,51.91,34.0,112.6,116.87,,Inner,Alive,No,,new band 9.57
F1,937,228,2023,rm,6,,,9.57,6.72,,Inner,Alive,No,,
F1,938,228,2023,rm,4,66.52,31.3,126.02,132.59,,Inner,Alive,No,,
F1,938,228,2023,rm,5,33.38,,,10.96,33.30,Inner,Alive,No,,new band added 10.45
F1,941,228,2023,rm,1,94.21,27.5,120.57,123.89,,Inner,Alive,No,,
F1,941,228,2023,rm,2,28.10,,,7.99,28.00,Inner,Alive,No,,new band added
F1,947,228,2023,rm,2,,,8.25,8.37,,Inner,Alive,No,,
F1,947,228,2023,rm,1,55.10,18.4,94.49,101.56,,Inner,Alive,No,,
F1,948,228,2023,rm,2,37.89,23.2,80.37,89.19,,Inner,Alive,No,,
F1,949,228,2023,bo,3,34.59,39.3,126.19,na,,Inner,Alive,No,,14.26mm new band
F1,949,228,2023,bo,4,,,14.26,22.73,,Inner,Alive,No,band is v stretch w 2springs,
F1,950,228,2023,rm,3,,,8.28,10.7,,,,,,
F1,950,228,2023,rm,2,23.94,11.2,64.71,70.59,,Inner,Alive,No,,
F2,825,228,2023,hem,1,15.85,10.0,31.58,32.54,,Inner,Alive,No,,
F2,838,228,2023,bb,1,25.45,10.7,50.7,52.79,,Inner,Alive,No,,
F2,922,228,2023,hem,1,21.04,9.9,20.64,21.5,,Inner,Dead,No,,dead
F2,977,228,2023,rm,2,36.93,19.9,69.98,74.46,,Outer,Alive,No,,small hole: 10.95. Now:12.88. New band: 13.51
F2,977,228,2023,rm,2,,,12.88,17.43,,Inner,Alive,No,,
F2,977,228,2023,rm,3,,,13.51,13.32,,Inner,Alive,No,,
F2,978,228,2023,yb,1,29.41,11.4,40.84,41.56,,Outer,Alive,No,28.13 inner,
F2,980,228,2023,hem,1,77.82,33.4,86.3,86.88,,Inner,Alive,No,,
F2,983,228,2023,yb,1,46.83,20.4,51.29,51.45,,Inner,Alive,No,,
F2,984,228,2023,rm,2,46.02,43.2,86.22,87.79,,Inner,Alive,Yes,,
F2,985,228,2023,yb,3,28.39,17.6,55.09,58.08,,Outer,Alive,No,41.28 inner,
F2,986,228,2023,rm,1,35.33,21.0,38.83,38.76,,Inner,Dead,No,,
F2,987,228,2023,rm,1,32.50,24.2,37.08,37.05,,Inner,Alive,No,,
F2,988,228,2023,bb,2,32.37,20.0,69.49,70.92,,Inner,Alive,No,,
F2,990,228,2023,bb,2,18.22,20.6,39.5,40.84,,Inner,Alive,No,,
F2,991,228,2023,ro,3,73.80,48.7,119.5,122.25,,Inner,Alive,Yes,new 30.33,Remake band
F2,992,228,2023,ro,4,35.17,64.6,71.36,77.32,,Inner,Alive,No,,
F2,993,228,2023,bb,2,26.50,16.1,56.4,59.6,,Outer,Alive,No,27.94 inner,
F2,994,228,2023,yb,1,40.72,12.4,50.18,50.46,,Inner,Alive,No,,
F2,995,228,2023,ro,4,49.01,36.9,82.51,87.6,,Outer,Alive,No,,smaller hole: 28.73
F2,995,228,2023,ro,4,,,28.73,40.11,,Inner,Alive,No,,
F3,1,228,2023,rm,3,18.00,17.7,25.03,26.59,,Inner,Alive,No,,
F3,2,228,2023,hem,3,55.59,23.3,101.11,102.56,,Inner,Alive,Yes,new 19.58,needs new band dbh 25
F3,3,228,2023,wp,2,17.04,34.5,23.46,dead,,Inner,Dead,No,,dead - top snapped 4m
F3,4,228,2023,hem,2,26.09,16.4,42.81,42.95,,Inner,Alive,No,,
F3,5,228,2023,yb,2,37.70,19.6,60.26,61.27,,Inner,Alive,No,,
F3,6,228,2023,rm,2,50.37,20.7,59.11,59.47,,Inner,Alive,No,,
F3,7,228,2023,hem,4,19.81,25.7,62.27,66.82,,Outer,Alive,No,inner 11.08,
F3,8,228,2023,ro,5,23.53,68,87.67,95.66,,Inner,Alive,Yes,135.53 outwr,
F3,9,228,2023,rm,2,45.23,29.10,69.51,70.75,,Inner,Alive,No,,
F3,11,228,2023,wp,3,37.98,25.1,67.13,69.89,,Outer,Alive,No,inner 39.23,
F3,12,228,2023,hem,6,22.09,33.2,37.55,40.93,,Outer,Alive,No,,
F3,535,228,2023,hem,2,49.85,16.0,89.26,90.39,,Outer,Alive,No,inner 53.1,
F3,737,228,2023,hem,3,7.98,16.20,9.54,10.37,,Inner,Alive,No,,
F3,823,228,2023,yb,1,7.85,10.0,12.5,12.53,,Inner,Alive,No,,
F3,824,228,2023,bb,1,14.57,10.0,38.77,40.78,,Outer,Alive,No,,"inner: 25.60, now is 28.90"
F3,824,228,2023,bb,1,,,28.9,30.9,,Inner,Alive,No,,
F3,839,228,2023,bb,2,34.18,12.8,79.71,na too big,,Inner,Alive,Yes,new 17.96,needs new band 14.6 dbh
F3,914,228,2023,hem,1,NA,10.4,32.69,33.09,,Inner,Alive,No,,
F4,29,228,2023,ro,2,38.27,38.7,58.86,61.15,,Inner,Alive,No,,
F4,35,228,2023,ro,4,48.69,35.1,94.85,99.12,,Inner,Alive,Yes,,needs new band still
F4,36,228,2023,ro,3,133.00,41.3,na,28.17,,Inner,Alive,No,new band19.60,old band
F4,36,228,2023,ro,4,16.61,41.3,55.5,63.01,,Outer,Alive,No,,
F4,42,228,2023,rm,2,10.54,24.6,28.02,30.19,,Inner,Alive,No,,
F4,46,228,2023,rm,1,33.50,14.8,45.69,47.32,,Inner,Alive,No,,
F4,49,228,2023,ro,3,69.47,37.6,NA,,,No Measurement,Alive,No,,Old band measurement
F4,49,228,2023,ro,4,NA,NA,33.62,39.46,,Outer,Alive,No,,
F4,50,228,2023,ro,2,71.41,30.6,127.57,135.25,,Inner,Alive,Yes,new band 31.27,needs new band still
F4,51,228,2023,ro,2,61.44,29.5,119.04,,,Inner,Alive,No,,new band 20.57
F4,51,228,2023,ro,3,,,20.57,20.8,,Inner,Alive,No,,
F4,55,228,2023,bb,2,54.94,25.5,90.15,93.17,,Inner,Alive,No,,
F4,62,228,2023,wp,2,27.96,27.5,27.04,28.43,,Inner,Alive,No,needs new band,
F4,64,228,2023,wp,1,82.84,31.0,91.65,92.4,,Inner,Alive,No,needs newband,
F4,68,228,2023,rm,2,41.65,16.7,43.82,43.96,,Inner,Alive,No,,
F4,71,228,2023,rm,1,53.35,20.4,66.88,67.81,,Inner,Alive,No,,
F4,73,228,2023,wp,4,70.22,74.3,113.59,117.82,,Inner,Alive,Yes,newband 13.77,needs new band
F4,735,228,2023,ash,2,,,80.97,85.59,,Inner,Alive,No,,
F4,735,228,2023,ash,2,49.03,26.2,100.38,104.91,,Outer,Alive,No,,Now inner: 80.97 
F5,76,228,2023,wp,3,59.29,47.1,na,na,,Inner,Alive,No,,
F5,76,228,2023,wp,4,NA,NA,32.54,37.04,,Inner,Alive,No,23.54 inner,
F5,81,228,2023,ro,3,15.16,31.1,62.12,70.69,,Outer,Alive,No,61.34 inner,
F5,84,228,2023,ro,2,21.76,24.5,35.38,36.77,,Inner,Alive,No,,
F5,86,228,2023,hem,3,24.36,27.3,58.72,59.64,,Inner,Alive,No,,
F5,87,228,2023,ro,1,83.27,21.1,108.88,110.14,,Inner,Alive,No,,new band: 15.35
F5,87,228,2023,ro,2,,,15.35,15.68,,Inner,Alive,No,,
F5,94,228,2023,rm,2,47.33,18.8,56.13,56.07,,Inner,Alive,No,,
F5,97,228,2023,cherry,2,14.26,27.3,15.95,16.47,,Inner,Stressed,No,,Might be dead?
F5,98,228,2023,hem,4,27.43,27.7,58.12,59.44,,Inner,Alive,No,,
F5,99,228,2023,hem,3,63.67,31.5,89.16,89.72,,Inner,Alive,No,,
F5,104,228,2023,rm,1,60.02,20.8,63.5,63.27,,Inner,Alive,No,,
F5,109,228,2023,ro,3,20.95,41.8,52.31,58.01,,Outer,Alive,No,16.02 inner,
F5,110,228,2023,ro,3,13.82,32.0,90.69,99.25,,Inner,Alive,Yes,,
F5,114,228,2023,ro,2,44.78,24.8,64.1,65.42,,Inner,Alive,No,,
F5,117,228,2023,wp,5,60.07,52.0,not possible,Removed,,No Measurement,Alive,Yes,new 18.84,needs new band 54 dbh
F5,126,228,2023,rm,1,31.46,17.6,35.83,35.7,,Inner,Alive,No,,
F5,127,228,2023,rm,1,42.72,12.7,53.8,55,,Inner,Alive,No,,
F5,133,228,2023,ro,3,,,7.63,7.21,,Inner,Alive,No,,
F5,133,228,2023,ro,2,71.75,36.4,126.52,131.07,,Inner,Alive,No,emoved,new band 7.63
G1,153,228,2023,rm,3,15.85,17.8,100.29,110.07,,Inner,Alive,Yes,,
G1,165,228,2023,rm,2,11.55,16.1,78.87,84.73,,Inner,Alive,No,,
G1,175,228,2023,ro,4,35.37,34.7,105.22,124.43,,Inner,Alive,No,,needs new band
G1,175,228,2023,ro,5,,,16.58,29.38,,Inner,Alive,No,,
G1,176,228,2023,rm,4,12.96,23.2,44.84,51.52,,Inner,Alive,No,,used previous inner hole: 42.29
G1,211,228,2023,beech,3,20.09,14.1,50.35,52.23,,Outer,Alive,No,Inner 38.79,
G1,571,228,2023,hem,1,9.49,11.7,38.97,41.04,,Inner,Alive,No,,
G1,703,228,2023,hem,1,12.59,10.0,29.31,30.7,,Outer,Alive,No,innermost 7.18 other in 23.02,
G1,704,228,2023,rm,1,11.05,10.2,74.1,82.06,,Inner,Alive,No,,
G1,704,228,2023,rm,2,,,10.41,15.5,,Inner,Alive,No,,
G1,705,228,2023,bb,1,12.08,10.5,29.1,41.17,,Inner,Alive,No,,
G1,728,228,2023,rm,2,13.10,12.3,33.06,37.75,,Inner,Alive,No,Inner 14.08,
G1,809,228,2023,hem,2,15.12,12.9,21.74,23.13,,Inner,Alive,No,,
G1,898,228,2023,hem,1,29.50,11.5,52.89,53.2,,Inner,Alive,No,,
G1,910,228,2023,hem,1,10.42,11.2,56.44,59.31,,Inner,Alive,No,,
G1,913,228,2023,rm,1,20.65,11.8,70.16,Na,,Inner,Alive,No,Removed,needs new band
G1,913,228,2023,rm,2,,,16.81,22.33,,Outer,Alive,No,10.80 inner,
G1,917,228,2023,beech,1,11.09,10.3,43.91,56.33,,Inner,Alive,No,,
G1,918,228,2023,hem,1,14.72,10,17.77,17.47,,Inner,Stressed,No,,
G1,919,228,2023,hem,1,10.38,10.0,27.81,30.25,,Inner,Alive,No,,
G1,920,228,2023,rm,1,21.07,10.0,21.79,21.93,,Inner,Stressed,No,,broken above 1st branch
G1,921,228,2023,hem,1,14.08,10.3,33.77,35.88,,Inner,Stressed,No,,bent over
G1,991,228,2023,rm,1,8.00,10.5,25.26,29.3,,Inner,Alive,No,,
G1,991,228,2023,rm,2,20.70,,,,,Inner,Alive,No,,added new band
G2,202,228,2023,hem,2,25.06,42.6,38.97,40.08,,Inner,Alive,No,,
G2,204,228,2023,hem,2,40.82,45.0,63.48,64.68,,Outer,Alive,No,Inner 59.68,
G2,205,228,2023,yb,1,23.53,12.9,25.73,25.83,,Inner,Alive,No,,
G2,206,228,2023,cherry,2,30.87,52.1,57.16,61.92,,Inner,Alive,No,,
G2,207,228,2023,hem,2,59.71,38.0,92.14,94.08,,Inner,Alive,No,,
G2,209,228,2023,hem,2,27.19,32.8,42.75,43.5,,Outer,Alive,No,inner 27.34,
G2,210,228,2023,hem,3,44.58,50.5,86.06,87.62,,Inner,Alive,No,,
G2,211,228,2023,ro,3,51.38,32.5,92.59,96.96,,Inner,Alive,No,,
G2,213,228,2023,hem,1,66.09,38.3,68.07,68.71,,Inner,Alive,No,,
G2,214,228,2023,hem,2,68.74,41.3,90.74,91.85,,Inner,Alive,No,,
G2,215,228,2023,hem,1,29.55,15.7,31.41,32.06,,Inner,Alive,No,,
G2,216,228,2023,hem,1,58.20,20.0,62.65,63.17,,Inner,Alive,No,,
G2,217,228,2023,hem,3,56.11,44.3,77.78,81.27,,Inner,Alive,No,,
G2,219,228,2023,hem,1,82.21,28.5,101.51,101.93,,Inner,Alive,Yes,new 16.61,needs new band dbh:28.8 
G2,222,228,2023,hem,1,22.24,15.1,27.64,28.63,,Inner,Alive,No,,
G2,224,228,2023,hem,2,55.87,47.3,82.84,82.72,,Inner,Alive,No,,
G2,225,228,2023,hem,1,73.24,32.9,81.88,82.68,,Inner,Alive,No,,
G2,226,228,2023,hem,1,93.90,26.0,109.05,109.15,,Inner,Alive,No,,needs new band
G2,226,228,2023,hem,2,,,7.85,7.42,,Inner,Alive,No,,
G2,823,228,2023,hem,1,12.14,10.0,12.34,12.72,,Outer,Alive,No,Inner 6.18,
G4,251,228,2023,rm,1,20.64,15.3,23.14,23.08,,Inner,Alive,No,,in water
G4,256,228,2023,bb,2,47.88,21.3,82.41,83.74,,Outer,Alive,No,,New inner 22.32
G4,256,228,2023,bb,2,,,22.32,23.49,,Inner,Alive,No,,
G4,257,228,2023,ro,2,29.12,37.0,56.85,58.16,,Outer,Alive,No,26.89,inner: 
G4,258,228,2023,bb,1,31.59,20.5,35.39,35.14,,Inner,Dead,No,,barely alive
G4,261,228,2023,rm,1,78.40,24.6,101.98,104,,Inner,Alive,Yes,,
G4,263,228,2023,rm,2,17.57,23.6,32.63,34.82,,Inner,Alive,No,,
G4,264,228,2023,rm,3,36.03,18.3,na,Na,,No Measurement,Dead,No,,dead
G5,90,228,2023,bb,2,15.46,14.1,42.77,45.62,,Inner,Alive,No,,
G5,231,228,2023,yb,1,22.02,11.2,28.28,29.05,,Inner,Alive,No,,
G5,265,228,2023,hem,3,24.49,19.3,58.35,58.47,,Inner,Alive,No,,
G5,266,228,2023,rm,2,16.54,17.1,45.2,47.8,,Outer,Alive,No,31.09 inner,
G5,267,228,2023,hem,4,33.70,17.4,60.8,61.51,,Inner,Alive,No,,
G5,268,228,2023,ro,2,74.21,40.0,98.07,99.3,,Inner,Alive,Yes,,
G5,269,228,2023,hem,3,66.64,28.6,109.17,109.83,,Inner,Alive,No,,new band 24.58
G5,269,228,2023,hem,4,,,24.58,24.34,,Inner,Alive,No,,
G5,271,228,2023,bb,2,39.09,30.3,98.9,107.76,,Inner,Alive,Yes,,
G5,272,228,2023,hem,2,18.37,16.4,26.68,26.62,,Inner,Stressed,No,15.57,Barely alive
G5,273,228,2023,hem,4,20.19,25.0,43.71,45.24,,Outer,Alive,No,,
G5,275,228,2023,rm,1,53.37,17.5,63.95,64,,Inner,Alive,No,,
G5,276,228,2023,hem,3,75.63,25.0,105.41,106.04,,Inner,Alive,No,,new band 21.99
G5,276,228,2023,hem,4,,,21.99,21.55,,Inner,Alive,No,,
G5,277,228,2023,rm,1,17.51,23.2,20.73,20.74,,Inner,Alive,No,,
G5,279,228,2023,ro,2,64.13,42.1,24.56,30.4,43.4,Inner,Alive,No,,19.21
G5,282,228,2023,rm,1,55.39,21.5,61.36,61.38,,Inner,Alive,No,,small hole: new band: 11.62 (closest hole)
G5,282,228,2023,rm,2,,,11.62,26.03,,Inner,Alive,No,,
G5,283,228,2023,rm,1,29.43,13.4,40.69,41.15,,Inner,Alive,No,,
G5,285,228,2023,wp,2,23.21,28.1,31.91,33.27,,Outer,Alive,No,12.36 inner,
G5,286,228,2023,hem,3,20.24,30.5,48.1,49.45,,Inner,Alive,No,,
G5,287,228,2023,rm,1,33.77,15.6,39.34,39.3,,Inner,Alive,No,,
G5,289,228,2023,hem,3,16.50,22.3,21.41,21.21,,Inner,Stressed,No,,"stressed, almost dead"
G5,290,228,2023,hem,3,43.02,15.7,62.65,62.98,,Inner,Stressed,No,,
G5,291,228,2023,ro,2,21.05,48.3,42.02,43.11,,Inner,Alive,No,,
G5,293,228,2023,hem,2,33.69,23.3,61.95,62.44,,Inner,Alive,No,,
G5,294,228,2023,rm,1,79.05,26.5,101.86,104.34,,Inner,Alive,No,,new band 27.02
G5,294,228,2023,rm,2,,,27.02,26.42,,Inner,Alive,No,,
G5,295,228,2023,ro,2,28.58,44.3,68.6,70.22,,Inner,Alive,No,,
G5,589,228,2023,hem,2,8.28,13.0,13.89,13.83,,Inner,Dead,No,,Dead
G5,597,228,2023,bb,2,33.81,13.0,49.58,50.5,,Outer,Alive,No,40.54 inner,
G5,739,228,2023,hem,2,28.90,14.3,38.32,38.03,,Outer,Alive,No,24.11 inner,
G5,740,228,2023,rm,2,29.33,10.7,37.81,38.77,,Inner,Alive,No,,
G5,741,228,2023,rm,3,31.76,11.2,36.39,36.18,,Inner,Alive,No,,
G5,742,228,2023,hem,3,32.97,15.8,55.91,56.37,,Inner,Stressed,No,,"stressed, almost dead"
G5,751,228,2023,hem,1,33.59,11.5,36.17,36.33,,Inner,Stressed,No,,almosr dead
G5,752,228,2023,rm,1,34.56,10.7,35.7,35.52,,Inner,Stressed,No,,
G5,840,228,2023,hem,1,43.22,11.0,63.78,64.37,,Inner,Alive,No,,
H1,117,228,2023,hem,2,36.17,14.2,64.75,65.46,,Inner,Alive,No,,
H1,302,228,2023,ro,2,37.02,40.8,71.26,74.1,,Inner,Alive,No,,
H1,304,228,2023,beech,3,28.45,28.6,76.38,78.02,,Inner,Alive,No,,
H1,305,228,2023,ro,3,50.13,54.2,103.36,107.62,,Inner,Alive,Yes,New 17.73,new band needed dbh: 55.9
H1,306,228,2023,rm,1,51.40,31.3,60.36,61.43,,Inner,Alive,No,,
H1,308,228,2023,rm,1,28.19,14.2,40.95,41.33,,Inner,Dead,No,,Dead
H1,309,228,2023,ro,2,67.00,38.9,131.13,136.34,40.50,Inner,Alive,No,,needs new band
H1,309,228,2023,ro,3,,,18.69,19.38,,Inner,Alive,No,,
H1,310,228,2023,wp,1,41.22,21.4,43.97,44.85,,Inner,Alive,No,,
H1,311,228,2023,rm,1,75.00,19.0,96.2,97.6,,Inner,Alive,No,,
H1,313,228,2023,wp,3,49.43,48.8,82.47,85.66,,Inner,Alive,No,,
