plot,tag,jday,year,spp,dend.num,ref.dend,ref.dbh,prev.dend,dend,dbh,hole,status,Need New Band?,notes,ref.notes
E1,683,103,2023,rm,3,19.25,,19.25,18.71,40.60,Inner,Alive,No,new band added (18.71 new reference),
E1,684,103,2023,yb,2,24.65,32.2,44.75,44.5,,Inner,Alive,No,,
E1,727,103,2023,yb,2,16.83,13.1,26.76,26.93,,Inner,Alive,No,,
E1,806,103,2023,hem,1,28.13,11.0,68.38,76.23,,Inner,Alive,No,,
E1,836,103,2023,hem,2,27.77,13.0,68.92,73.46,,Inner,Alive,No,,
E1,900,103,2023,hem,1,30.89,11.0,46.12,49.3,,Inner,Stressed,No,tipped & broken,
E1,989,103,2023,hem,1,9.56,10.7,51.28,55.15,,Inner,Alive,No,leaning,
E2,701,103,2023,rm,1,43.21,17.8,62.48,63.52,,Inner,Alive,No,,
E2,703,103,2023,ro,2,132.25,43.30,NA,na ,,Inner,Alive,No,,
E2,703,103,2023,ro,3,23.26,43.30,34.48,41.4,,Inner,Alive,No,,
E2,705,103,2023,ro,3,13.33,37.4,85.75,93.38,,Inner,Alive,Yes,need new band dbh=40,
E2,710,103,2023,ro,4,22.66,42.9,52.7,62.1,,Inner,Alive,No,,
E2,712,103,2023,rm,1,39.77,18.1,54.03,54.28,,Inner,Alive,No,,
E2,713,103,2023,rm,1,59.75,28.5,78.91,79.59,,Inner,Alive,No,,
E2,719,103,2023,rm,1,63.85,21.3,89.85,90.22,,Inner,Alive,Yes,New band needed dbh=22,
E2,720,103,2023,rm,2,21.87,14.7,62.11,64.64,,Outer,Alive,No,closer hole 48.05.     Now is 50.50,47.2 at  closer hole
E2,720,103,2023,rm,2,,,48.05,50.5,,Inner,Alive,No,,
E3,205,103,2023,rm,2,26.11,11.2,34.07,34.97,,Inner,Alive,No,,
E3,228,103,2023,hem,3,17.47,17.0,56.44,62.76,,Inner,Alive,No,,
E3,521,103,2023,hem,1,15.84,11.2,46.64,48.21,,Inner,Stressed,No,tipped & root out 20-deg,
E3,723,103,2023,hem,2,24.44,14.1,38.56,38.63,,Inner,Alive,No,,
E3,738,103,2023,rm,2,14.98,12.0,20.63,20.46,,Inner,Alive,No,,
E3,752,103,2023,ro,3,87.36,59.1,145.44,na,,Inner,Alive,No,old band,needs new band
E3,752,103,2023,ro,4,18.70,,18.70,21.33,61.80,Inner,Alive,No,new band added,
E3,753,103,2023,ro,3,63.75,49.5,115.9,121.51,,Inner,Alive,No,old band was removed,needs new band
E3,753,103,2023,ro,4,47.17,,47.17,50.49,51.40,Inner,Alive,No,new band added,
E3,756,103,2023,rm,1,87.65,27.0,104.46,104.75,,Inner,Alive,No,,needs new band
E3,756,103,2023,rm,2,15.33,,15.33,12.63,27.40,Inner,Alive,No,new band added,
E3,760,103,2023,ro,2,58.28,28.1,101.6,105.81,,Inner,Alive,No,,needs new band
E3,760,103,2023,ro,3,18.00,,18.00,20.63,29.70,Inner,Alive,No,new band added,
E3,761,103,2023,ro,2,66.72,37.3,110.92,116.13,,Inner,Alive,Yes,needs new,
E3,763,103,2023,ro,2,82.22,42.5,125.96,130.94,,Inner,Alive,No,,needs new band
E3,763,103,2023,ro,3,17.77,,17.77,21.62,44.10,Inner,Alive,No,new band added,
E3,764,103,2023,ro,3,40.28,37.5,77.11,82.46,,Inner,Alive,No,,
E3,765,103,2023,ro,2,49.75,31.2,91.46,95.01,,Inner,Alive,No,,
E3,766,103,2023,ro,2,75.68,42.8,128.33,na,,Inner,Alive,No,old band,needs new band
E3,766,103,2023,ro,3,27.36,,27.36,33.48,44.80,Inner,Alive,No,new band added,
E3,767,103,2023,rm,1,32.51,16.0,34.54,34.68,,Inner,Alive,No,,
E3,768,103,2023,rm,2,20.07,17.1,26.59,26.32,,Inner,Alive,No,,
E3,769,103,2023,ro,3,48.24,45.8,NA,na,,Inner,Alive,No,,had reached end of band
E3,769,103,2023,ro,4,32.29,,32.29,37.89,48.70,Inner,Alive,No,new band added,
E3,772,103,2023,ro,2,32.22,23.3,39.72,40.22,,Inner,Alive,No,,
E3,773,103,2023,ro,2,17.73,29.3,31.88,34.13,,Inner,Alive,No,,
E3,774,103,2023,rm,1,22.47,12.4,22.75,23.28,,Inner,Alive,No,,
E3,775,103,2023,ro,2,63.96,37.1,114.5,120.63,,Inner,Alive,Yes,needs new band dbh=39,
E3,777,103,2023,rm,2,13.09,18.5,NA,na,,Inner,Alive,No,,band was damaged
E3,777,103,2023,rm,3,25.15,,25.15,26.85,19.10,Inner,Alive,No,new band added,
E3,811,103,2023,hem,2,15.51,12.6,28.2,32,,Inner,Alive,No,,
E3,812,103,2023,hem,1,38.78,11.0,65.72,66.52,,Inner,Alive,No,,
E3,813,103,2023,hem,2,13.30,12.5,24.55,29,,Inner,Alive,No,,
E3,896,103,2023,hem,1,22.59,10.8,41.07,40.77,,Inner,Stressed,No,almost dead,
E3,993,103,2023,hem,1,17.54,10.3,58.72,63.42,,Inner,Alive,No,leaning slightly,
E4,802,103,2023,ro,3,63.08,37.7,88.57,91.53,,Inner,Alive,Yes,new band needed conjooned with 803,
E4,803,103,2023,ro,3,NA,NA,19.53,21.48,,Inner,Alive,No,,
E4,805,103,2023,wp,3,48.68,48.4,84.79,87.83,,Inner,Alive,No,,
E4,810,103,2023,rm,2,23.01,26.0,68.55,72.33,,Inner,Alive,No,,
E4,815,103,2023,ro,3,50.75,32.2,93.35,97.72,,Inner,Alive,Yes,New band needed dbh is 33.9,
E4,817,103,2023,rm,2,22.23,12.6,25.1,25.68,,Inner,Alive,No,,
E4,821,103,2023,rm,2,74.85,30.2,123.53,126.99,,Inner,Alive,Yes,New band needed dbh is 32.5,
E4,822,103,2023,rm,1,22.68,12.4,30.31,30.27,,Inner,Alive,No,,
E4,827,103,2023,rm,1,28.50,13.0,37.94,39.09,,Inner,Alive,No,,
E4,830,103,2023,ro,3,72.66,35.6,121.31,na,,Inner,Alive,No,old band ,needs new band
E4,830,103,2023,ro,4,23.07,,23.07,26.89,37.35,Inner,Alive,No,new band added,
E4,834,103,2023,rm,1,76.96,26.5,93.7,94.95,,Inner,Alive,No,,
E4,835,103,2023,rm,1,28.48,16.2,32.9,32.83,,Inner,Alive,No,,
E4,843,103,2023,rm,3,17.66,22.4,28.6,28.48,,Inner,Alive,No,,
E4,844,103,2023,rm,1,45.42,17.4,50.33,50.2,,Inner,Alive,No,,
E4,853,103,2023,ro,4,17.45,43.0,36.63,45,,Inner,Alive,No,,
E4,854,103,2023,hem,3,18.59,20.3,29.02,32.74,,Inner,Alive,No,,
E5,734,103,2023,hem,2,14.82,14.9,21.79,21.82,,Inner,Alive,No,,
E5,876,103,2023,hem,2,84.10,32.1,87.07,87.44,,Inner,Alive,No,,
E5,877,103,2023,rm,3,38.28,23.5,64.5,69.12,,Inner,Alive,No,,
E5,878,103,2023,hem,2,59.76,23.4,81.55,81.13,,Inner,Stressed,Yes,"band is loose, stressed",
E5,879,103,2023,wp,1,66.83,28.9,74.8,75.28,,Inner,Alive,No,,
E5,880,103,2023,ro,3,42.14,38.5,76.5,80.86,,Inner,Alive,No,,
E5,884,103,2023,wp,1,65.15,36.4,66.47,67.22,,Inner,Alive,No,,
E5,885,103,2023,rm,2,20.37,23.7,37.31,39.47,,Inner,Alive,No,,
E5,889,103,2023,hem,3,26.74,29.2,51.33,53.17,,Inner,Alive,No,,
E5,890,103,2023,ro,2,35.36,21.4,94.14,99.17,,Inner,Alive,Yes,new band needed dbh 23.6,
E5,891,103,2023,rm,1,65.69,21.7,79.85,80.54,,Inner,Alive,No,,
E5,892,103,2023,rm,1,31.29,20.3,35.81,36.06,,Inner,Alive,No,,
E5,893,103,2023,hem,2,20.44,26.2,25.56,25.81,,Inner,Alive,No,,
E5,895,103,2023,rm,1,89.90,23.3,114.88,117.2,,Inner,Alive,No,removed,new band 24.1 cm
E5,895,103,2023,rm,2,9.73,,9.73,8.79,24.10,Inner,Alive,No,new band added,
E5,899,103,2023,wp,3,68.26,56.2,113.62,119.82,,Inner,Alive,No,removed,"new band, 58.65 (not clear if it is 65 or 05)"
E5,899,103,2023,wp,4,9.78,,9.78,14.24,58.65,Inner,Alive,No,new band added,
E5,900,103,2023,rm,1,45.84,18.2,58.2,58.66,,Inner,Alive,No,,
E5,901,103,2023,wp,2,14.39,34.3,19.44,18.51,,Inner,Dead,No,Dead,
E5,902,103,2023,hem,2,30.86,13.7,29.87,29.09,,Inner,Dead,No,Dead,
E5,903,103,2023,ro,3,62.56,33.6,123.86,129.45,,Inner,Alive,Yes,new band needed - DBH 35.40,
E5,904,103,2023,rm,1,38.45,17.0,43.9,44,,Inner,Alive,No,,
E5,905,103,2023,hem,3,25.68,23.5,34.77,34.96,,Inner,Alive,No,,
E5,908,103,2023,rm,2,82.31,30.0,133.4,137.71,,Inner,Alive,No,removed,new band
E5,908,103,2023,rm,3,9.66,,9.66,9.80,31.90,Inner,Alive,No,new band added,
E5,909,103,2023,rm,2,37.08,21.8,63.3,65.29,,Outer,Alive,No,,inner mark is 24.78
E5,910,103,2023,rm,2,14.09,23.2,43.74,47.49,,Inner,Alive,No,,
E5,911,103,2023,hem,2,27.15,46.2,48.52,49.29,,Inner,Alive,No,,
E5,992,103,2023,chestnut,1,9.33,10.2,38.76,42.44,,Inner,Alive,No,,
F1,202,103,2023,hem,3,24.80,16.2,74.84,80.75,,Inner,Alive,No,,
F1,210,103,2023,hem,2,41.75,12.3,59.66,60.11,,Inner,Alive,No,,
F1,235,103,2023,hem,2,15.45,12.9,43.46,43.38,,Inner,Dead,No,Dead,
F1,236,103,2023,hem,4,27.18,16.8,51.41,58.18,,Inner,Alive,No,,
F1,297,103,2023,hem,4,24.37,15.30,62.9,67.57,,Inner,Alive,No,,
F1,579,103,2023,hem,1,10.19,10.1,NA,,,No Measurement,Dead,No,dead,dead
F1,808,103,2023,hem,1,26.01,10.8,71.23,73.57,,Inner,Stressed,No,tipped - root out,
F1,837,103,2023,hem,2,22.41,14.4,43.1,49.41,,Inner,Alive,No,,
F1,916,103,2023,rm,1,12.34,10.2,53.34,60.86,,Inner,Alive,Yes,,new band
F1,930,103,2023,hem,3,128.19,63.40,NA,Na,,No Measurement,Alive,No,,
F1,930,103,2023,hem,4,25.60,63.40,36.69,37.83,,Inner,Alive,No,band slack,
F1,933,103,2023,rm,3,12.57,21.4,55.72,59.42,,Inner,Alive,No,,
F1,934,103,2023,rm,1,26.48,16.0,64.3,66.69,,Inner,Alive,No,,
F1,936,103,2023,rm,2,16.26,14.0,53.57,59.03,,Inner,Alive,No,,
F1,937,103,2023,rm,5,51.91,34.0,107.27,112.6,,Inner,Alive,No,new band 9.57,new band
F1,937,103,2023,rm,6,,,,9.57,,Inner,Alive,No,,
F1,938,103,2023,rm,4,66.52,31.3,120.6,126.02,,Inner,Alive,No,,new band
F1,938,103,2023,rm,5,33.38,,33.38,,33.30,Inner,Alive,No,new band added 10.45,
F1,941,103,2023,rm,1,94.21,27.5,120.11,120.57,,Inner,Alive,No,,new band 7.74
F1,941,103,2023,rm,2,28.10,,28.1,,28.00,Inner,Alive,No,new band added,
F1,947,103,2023,rm,2,,,,8.25,,Inner,Alive,No,,
F1,947,103,2023,rm,1,55.10,18.4,90.91,94.49,,Inner,Alive,No,,new band 8.25
F1,948,103,2023,rm,2,37.89,23.2,75.58,80.37,,Inner,Alive,No,,
F1,949,103,2023,bo,3,34.59,39.3,113.76,126.19,,Inner,Alive,No,14.26mm new band,new band
F1,949,103,2023,bo,4,,,,14.26,,Inner,Alive,No,,
F1,950,103,2023,rm,3,,,,8.28,,,,,,
F1,950,103,2023,rm,2,23.94,11.2,60.52,64.71,,Inner,Alive,No,,new band 8.28
F2,825,109,2023,hem,1,15.85,10.0,29.94,31.58,,Inner,Alive,No,,
F2,838,109,2023,bb,1,25.45,10.7,48.34,50.7,,Inner,Alive,No,,
F2,922,109,2023,hem,1,21.04,9.9,20.83,20.64,,Inner,Dead,No,dead,
F2,977,109,2023,rm,2,36.93,19.9,67.98,69.98,,Outer,Alive,No,small hole: 10.95. Now:12.88. New band: 13.51,new band
F2,977,109,2023,rm,2,,,10.95,12.88,,Inner,Alive,No,,
F2,977,109,2023,rm,3,,,,13.51,,Inner,Alive,No,,
F2,978,109,2023,yb,1,29.41,11.4,40.14,40.84,,Inner,Alive,No,,
F2,980,109,2023,hem,1,77.82,33.4,85.38,86.3,,Inner,Alive,No,,
F2,983,109,2023,yb,1,46.83,20.4,50.62,51.29,,Inner,Alive,No,,
F2,984,109,2023,rm,2,46.02,43.2,85.41,86.22,,Inner,Alive,No,,
F2,985,109,2023,yb,3,28.39,17.6,53.59,55.09,,Inner,Alive,No,,
F2,986,109,2023,rm,1,35.33,21.0,38.94,38.83,,Inner,Alive,No,,
F2,987,109,2023,rm,1,32.50,24.2,37.09,37.08,,Inner,Alive,No,,
F2,988,109,2023,bb,2,32.37,20.0,67.72,69.49,,Inner,Alive,No,,
F2,990,109,2023,bb,2,18.22,20.6,37.71,39.5,,Inner,Alive,No,,
F2,991,109,2023,ro,3,73.80,48.7,116.67,119.5,,Inner,Alive,Yes,Remake band,new band
F2,992,109,2023,ro,4,35.17,64.6,65.32,71.36,,Inner,Alive,No,,
F2,993,109,2023,bb,2,26.50,16.1,53.99,56.4,,Inner,Alive,No,,
F2,994,109,2023,yb,1,40.72,12.4,50.16,50.18,,Inner,Alive,No,,
F2,995,109,2023,ro,4,49.01,36.9,76.41,82.51,,Outer,Alive,No,smaller hole: 28.73,smaller hole; 28.57
F2,995,109,2023,ro,4,,,28.57,28.73,,Inner,Alive,No,,
F3,1,109,2023,rm,3,18.00,17.7,24.13,25.03,,Inner,Alive,No,,
F3,2,109,2023,hem,3,55.59,23.3,97.3,101.11,,Inner,Alive,Yes,needs new band dbh 25,
F3,3,109,2023,wp,2,17.04,34.5,23.74,23.46,,Inner,Dead,No,dead - top snapped 4m,
F3,4,109,2023,hem,2,26.09,16.4,42.79,42.81,,Inner,Alive,No,,second stem
F3,5,109,2023,yb,2,37.70,19.6,59.31,60.26,,Inner,Alive,No,,
F3,6,109,2023,rm,2,50.37,20.7,59.48,59.11,,Inner,Alive,No,,
F3,7,109,2023,hem,4,19.81,25.7,56.69,62.27,,Inner,Alive,No,,
F3,8,109,2023,ro,5,23.53,68,80.15,87.67,,Inner,Alive,No,,
F3,9,109,2023,rm,2,45.23,29.10,69.22,69.51,,Inner,Alive,No,,
F3,11,109,2023,wp,3,37.98,25.1,64.75,67.13,,Inner,Alive,No,,
F3,12,109,2023,hem,6,22.09,33.2,34.86,37.55,,Inner,Alive,No,,
F3,535,109,2023,hem,2,49.85,16.0,87.38,89.26,,Outer,Alive,No,,inner mark; 49.82
F3,737,109,2023,hem,3,7.98,16.20,8.99,9.54,,Inner,Alive,No,,
F3,823,109,2023,yb,1,7.85,10.0,12.73,12.5,,Inner,Alive,No,,
F3,824,109,2023,bb,1,14.57,10.0,35.6,38.77,,Outer,Alive,No,"inner: 25.60, now is 28.90",inner mark; 25.56
F3,824,109,2023,bb,1,,,25.6,28.9,,Inner,Alive,No,,
F3,839,109,2023,bb,2,34.18,12.8,76.35,79.71,,Inner,Alive,Yes,needs new band 14.6 dbh,
F3,914,109,2023,hem,1,NA,10.4,32.68,32.69,,Inner,Alive,No,,
F4,29,103,2023,ro,2,38.27,38.7,54.9,58.86,,Inner,Alive,No,,
F4,35,103,2023,ro,4,48.69,35.1,90.51,94.85,,Inner,Alive,Yes,needs new band still,
F4,36,103,2023,ro,3,133.00,41.3,NA,na,,Inner,Alive,No,old band,
F4,36,103,2023,ro,4,16.61,41.3,47.26,55.5,,Outer,Alive,No,,inner ;12.5
F4,42,103,2023,rm,2,10.54,24.6,27.47,28.02,,Inner,Alive,No,,
F4,46,103,2023,rm,1,33.50,14.8,44,45.69,,Inner,Alive,No,,
F4,49,103,2023,ro,3,69.47,37.6,NA,NA,,No Measurement,Alive,No,Old band measurement,
F4,49,103,2023,ro,4,NA,NA,26.14,33.62,,Inner,Alive,No,,
F4,50,103,2023,ro,2,71.41,30.6,122.65,127.57,,Inner,Alive,Yes,needs new band still,new band
F4,51,103,2023,ro,2,61.44,29.5,113.38,119.04,,Inner,Alive,No,new band 20.57,new band
F4,51,103,2023,ro,3,,,,20.57,,Inner,Alive,No,,
F4,55,103,2023,bb,2,54.94,25.5,88.74,90.15,,Inner,Alive,No,,
F4,62,103,2023,wp,2,27.96,27.5,27.22,27.04,,Inner,Alive,No,,
F4,64,103,2023,wp,1,82.84,31.0,88.89,91.65,,Inner,Alive,No,,
F4,68,103,2023,rm,2,41.65,16.7,43.67,43.82,,Inner,Alive,No,,
F4,71,103,2023,rm,1,53.35,20.4,66.18,66.88,,Inner,Alive,No,,
F4,73,103,2023,wp,4,70.22,74.3,109.7,113.59,,Inner,Alive,Yes,needs new band,new band
F4,735,103,2023,ash,2,,,78.36,80.97,,Inner,Alive,No,,
F4,735,103,2023,ash,2,49.03,26.2,97.39,100.38,,Outer,Alive,No,Now inner: 80.97 ,"inner 43.6, middle 78.36"
F5,76,103,2023,wp,3,59.29,47.1,NA,na,,Inner,Alive,No,,
F5,76,103,2023,wp,4,NA,NA,25.79,32.54,,Inner,Alive,No,,
F5,81,103,2023,ro,3,15.16,31.1,54.77,62.12,,Outer,Alive,No,,inner 45.8
F5,84,103,2023,ro,2,21.76,24.5,32.27,35.38,,Inner,Alive,No,,
F5,86,103,2023,hem,3,24.36,27.3,57.1,58.72,,Inner,Alive,No,,
F5,87,103,2023,ro,1,83.27,21.1,106.17,108.88,,Inner,Alive,No,new band: 15.35,new band
F5,87,103,2023,ro,2,,,,15.35,,Inner,Alive,No,,
F5,94,103,2023,rm,2,47.33,18.8,55.93,56.13,,Inner,Alive,No,,
F5,97,103,2023,cherry,2,14.26,27.3,16.03,15.95,,Inner,Stressed,No,Might be dead?,
F5,98,103,2023,hem,4,27.43,27.7,56.7,58.12,,Inner,Alive,No,,
F5,99,103,2023,hem,3,63.67,31.5,88.1,89.16,,Inner,Alive,No,,
F5,104,103,2023,rm,1,60.02,20.8,63.55,63.5,,Inner,Alive,No,,
F5,109,103,2023,ro,3,20.95,41.8,45.4,52.31,,Inner,Alive,No,,
F5,110,103,2023,ro,3,13.82,32.0,82.2,90.69,,Inner,Alive,No,,
F5,114,103,2023,ro,2,44.78,24.8,61.08,64.1,,Inner,Alive,No,,
F5,117,103,2023,wp,5,60.07,52.0,127.78,not possible,,No Measurement,Alive,Yes,needs new band 54 dbh,"dendrometer past mark, est.*"
F5,126,103,2023,rm,1,31.46,17.6,35.71,35.83,,Inner,Alive,No,,
F5,127,103,2023,rm,1,42.72,12.7,53.25,53.8,,Inner,Alive,No,,
F5,133,103,2023,ro,3,,,,7.63,,Inner,Alive,No,,
F5,133,103,2023,ro,2,71.75,36.4,120.72,126.52,,Inner,Alive,No,new band 7.63,new band
G1,153,103,2023,rm,3,15.85,17.8,93.22,100.29,,Inner,Alive,No,,
G1,165,103,2023,rm,2,11.55,16.1,74.3,78.87,,Inner,Alive,No,,
G1,175,103,2023,ro,4,35.37,34.7,91.33,105.22,,Inner,Alive,No,needs new band,new band 16.58
G1,175,103,2023,ro,5,,,,16.58,,Inner,Alive,No,,
G1,176,103,2023,rm,4,12.96,23.2,42.18,44.84,,Outer,Alive,No,used previous inner hole: 42.29,inner hole; 42.29
G1,211,103,2023,beech,3,20.09,14.1,49.2,50.35,,Inner,Alive,No,,
G1,571,103,2023,hem,1,9.49,11.7,37.57,38.97,,Inner,Alive,No,,
G1,703,103,2023,hem,1,12.59,10.0,27.45,29.31,,Inner,Alive,No,,
G1,704,103,2023,rm,1,11.05,10.2,67.44,74.1,,Inner,Alive,No,,new band 10.41
G1,704,103,2023,rm,2,,,,10.41,,Inner,Alive,No,,
G1,705,103,2023,bb,1,12.08,10.5,21.83,29.1,,Inner,Alive,No,,
G1,728,103,2023,rm,2,13.10,12.3,31.11,33.06,,Inner,Alive,No,,
G1,809,103,2023,hem,2,15.12,12.9,21.42,21.74,,Inner,Alive,No,,
G1,898,103,2023,hem,1,29.50,11.5,53.01,52.89,,Inner,Alive,No,,
G1,910,103,2023,hem,1,10.42,11.2,52.88,56.44,,Inner,Alive,No,,
G1,913,103,2023,rm,1,20.65,11.8,64.01,70.16,,Inner,Alive,No,needs new band,new band 16.81
G1,913,103,2023,rm,2,,,,16.81,,Inner,Alive,No,,
G1,917,103,2023,beech,1,11.09,10.3,38.36,43.91,,Inner,Alive,No,,
G1,918,103,2023,hem,1,14.72,10,17.92,17.77,,Inner,Alive,No,,
G1,919,103,2023,hem,1,10.38,10.0,23.54,27.81,,Inner,Alive,No,,
G1,920,103,2023,rm,1,21.07,10.0,21.92,21.79,,Inner,Stressed,No,broken above 1st branch,
G1,921,103,2023,hem,1,14.08,10.3,30.29,33.77,,Inner,Stressed,No,bent over,
G1,991,103,2023,rm,1,8.00,10.5,NA,25.26,,Inner,Alive,No,,Est. band past mark
G1,991,103,2023,rm,2,20.70,,20.7,,,Inner,Alive,No,added new band,
G2,202,103,2023,hem,2,25.06,42.6,38.24,38.97,,Inner,Alive,No,,
G2,204,103,2023,hem,2,40.82,45.0,62,63.48,,Inner,Alive,No,,
G2,205,103,2023,yb,1,23.53,12.9,25.53,25.73,,Inner,Alive,No,,not clear if .86 or .80
G2,206,103,2023,cherry,2,30.87,52.1,55.92,57.16,,Inner,Alive,No,,
G2,207,103,2023,hem,2,59.71,38.0,88.66,92.14,,Inner,Alive,No,,
G2,209,103,2023,hem,2,27.19,32.8,42.21,42.75,,Inner,Alive,No,,
G2,210,103,2023,hem,3,44.58,50.5,84.29,86.06,,Inner,Alive,No,,
G2,211,103,2023,ro,3,51.38,32.5,87.38,92.59,,Inner,Alive,No,,
G2,213,103,2023,hem,1,66.09,38.3,67.92,68.07,,Inner,Alive,No,,
G2,214,103,2023,hem,2,68.74,41.3,90.09,90.74,,Inner,Alive,No,,
G2,215,103,2023,hem,1,29.55,15.7,31.36,31.41,,Inner,Alive,No,,
G2,216,103,2023,hem,1,58.20,20.0,62.53,62.65,,Inner,Alive,No,,
G2,217,103,2023,hem,3,56.11,44.3,74.44,77.78,,Inner,Alive,No,,
G2,219,103,2023,hem,1,82.21,28.5,101.18,101.51,,Inner,Alive,Yes,needs new band dbh:28.8 ,
G2,222,103,2023,hem,1,22.24,15.1,26.85,27.64,,Inner,Alive,No,,
G2,224,103,2023,hem,2,55.87,47.3,80.48,82.84,,Inner,Alive,No,,
G2,225,103,2023,hem,1,73.24,32.9,81.73,81.88,,Inner,Alive,No,,
G2,226,103,2023,hem,1,93.90,26.0,108.7,109.05,,Inner,Alive,No,needs new band,new band 7.85
G2,226,103,2023,hem,2,,,,7.85,,Inner,Alive,No,,
G2,823,103,2023,hem,1,12.14,10.0,12.66,12.34,,Inner,Alive,No,,
G4,251,103,2023,rm,1,20.64,15.3,23.11,23.14,,Inner,Alive,No,in water,
G4,256,103,2023,bb,2,47.88,21.3,81.79,82.41,,Outer,Alive,No,New inner 22.32,inner; 21.74
G4,256,103,2023,bb,2,,,21.74,22.32,,Inner,Alive,No,,
G4,257,103,2023,ro,2,29.12,37.0,55.1,56.85,,Outer,Alive,No,inner: ,inner; 23.07
G4,258,103,2023,bb,1,31.59,20.5,35.31,35.39,,Inner,Stressed,No,barely alive,
G4,261,103,2023,rm,1,78.40,24.6,100.98,101.98,,Inner,Alive,No,,
G4,263,103,2023,rm,2,17.57,23.6,31.65,32.63,,Inner,Alive,No,,
G4,264,103,2023,rm,3,36.03,18.3,46.65,na,,No Measurement,Dead,No,dead,still alive but on side
G5,90,103,2023,bb,2,15.46,14.1,40.87,42.77,,Inner,Alive,No,,
G5,231,103,2023,yb,1,22.02,11.2,28.01,28.28,,Inner,Alive,No,,
G5,265,103,2023,hem,3,24.49,19.3,59.12,58.35,,Inner,Alive,No,,
G5,266,103,2023,rm,2,16.54,17.1,44.85,45.2,,Outer,Alive,No,,inner; 26.42
G5,267,103,2023,hem,4,33.70,17.4,59.53,60.8,,Inner,Alive,No,,
G5,268,103,2023,ro,2,74.21,40.0,95.49,98.07,,Inner,Alive,No,,
G5,269,103,2023,hem,3,66.64,28.6,107.84,109.17,,Inner,Alive,No,new band 24.58,new band
G5,269,103,2023,hem,4,,,,24.58,,Inner,Alive,No,,
G5,271,103,2023,bb,2,39.09,30.3,94.76,98.9,,Inner,Alive,No,,
G5,272,103,2023,hem,2,18.37,16.4,26.7,26.68,,Inner,Stressed,No,Barely alive,
G5,273,103,2023,hem,4,20.19,25.0,40.57,43.71,,Inner,Alive,No,,
G5,275,103,2023,rm,1,53.37,17.5,63.56,63.95,,Inner,Alive,No,,
G5,276,103,2023,hem,3,75.63,25.0,103.85,105.41,,Inner,Alive,No,new band 21.99,new band
G5,276,103,2023,hem,4,,,,21.99,,Inner,Alive,No,,
G5,277,103,2023,rm,1,17.51,23.2,21.2,20.73,,Inner,Alive,No,,
G5,279,103,2023,ro,2,64.13,42.1,19.1,24.56,43.4,Inner,Alive,No,19.21,"est. new band, extend past mark"
G5,282,103,2023,rm,1,55.39,21.5,61.6,61.36,,Inner,Alive,No,small hole: new band: 11.62 (closest hole),"new band, small hole: 24.67"
G5,282,103,2023,rm,2,,,,11.62,,Inner,Alive,No,,
G5,283,103,2023,rm,1,29.43,13.4,40.83,40.69,,Inner,Alive,No,,
G5,285,103,2023,wp,2,23.21,28.1,31.67,31.91,,Inner,Alive,No,,
G5,286,103,2023,hem,3,20.24,30.5,46.25,48.1,,Inner,Alive,No,,
G5,287,103,2023,rm,1,33.77,15.6,39.31,39.34,,Inner,Alive,No,,
G5,289,103,2023,hem,3,16.50,22.3,21.28,21.41,,Inner,Stressed,No,"stressed, almost dead",
G5,290,103,2023,hem,3,43.02,15.7,61.91,62.65,,Inner,Alive,No,,
G5,291,103,2023,ro,2,21.05,48.3,39.37,42.02,,Inner,Alive,No,,
G5,293,103,2023,hem,2,33.69,23.3,61.25,61.95,,Inner,Alive,No,,
G5,294,103,2023,rm,1,79.05,26.5,100.97,101.86,,Inner,Alive,No,new band 27.02,new band
G5,294,103,2023,rm,2,,,,27.02,,Inner,Alive,No,,
G5,295,103,2023,ro,2,28.58,44.3,64.54,68.6,,Inner,Alive,No,,
G5,589,103,2023,hem,2,8.28,13.0,13.9,13.89,,Inner,Dead,No,Dead,
G5,597,103,2023,bb,2,33.81,13.0,48.78,49.58,,Inner,Alive,No,,
G5,739,103,2023,hem,2,28.90,14.3,37.85,38.32,,Inner,Alive,No,,
G5,740,103,2023,rm,2,29.33,10.7,36.89,37.81,,Inner,Alive,No,,
G5,741,103,2023,rm,3,31.76,11.2,36.13,36.39,,Inner,Alive,No,,
G5,742,103,2023,hem,3,32.97,15.8,54.74,55.91,,Inner,Stressed,No,"stressed, almost dead",
G5,751,103,2023,hem,1,33.59,11.5,36.26,36.17,,Inner,Stressed,No,almosr dead,
G5,752,103,2023,rm,1,34.56,10.7,35.54,35.7,,Inner,Alive,No,,
G5,840,103,2023,hem,1,43.22,11.0,62.65,63.78,,Inner,Alive,No,,needs hole punched
H1,117,103,2023,hem,2,36.17,14.2,62.73,64.75,,Inner,Alive,No,,
H1,302,103,2023,ro,2,37.02,40.8,65.81,71.26,,Inner,Alive,No,,
H1,304,103,2023,beech,3,28.45,28.6,73.97,76.38,,Inner,Alive,No,,
H1,305,103,2023,ro,3,50.13,54.2,96.6,103.36,,Inner,Alive,Yes,new band needed dbh: 55.9,
H1,306,103,2023,rm,1,51.40,31.3,60.8,60.36,,Inner,Alive,No,,
H1,308,103,2023,rm,1,28.19,14.2,41,40.95,,Inner,Dead,No,Dead,
H1,309,103,2023,ro,2,67.00,38.9,124.93,131.13,40.50,Inner,Alive,No,needs new band,new band 18.69
